chr	start	end	ID_amplicon	GC_content	mappability_score
chr19	46543415	46543682	AMPL230652	0.585820895522388	1
chr19	47193673	47193942	AMPL230653	0.5629629629629629	1
chr19	47203906	47204165	AMPL230654	0.5115384615384615	1
chr19	50153990	50154256	AMPL230655	0.6591760299625469	1
chr19	52824991	52825260	AMPL230656	0.36296296296296293	1
chr19	54965614	54965880	AMPL230657	0.651685393258427	1
chr19	58058517	58058783	AMPL230658	0.47191011235955055	1
chr20	238234	238503	AMPL230659	0.5185185185185185	1
chr20	3128768	3129037	AMPL230660	0.37777777777777777	1
chr20	6065518	6065751	AMPL230661	0.45726495726495725	1
chr20	7967757	7968021	AMPL230662	0.3320754716981132	1
chr20	10018891	10019121	AMPL230663	0.39826839826839827	1
chr20	13603886	13604138	AMPL230664	0.3241106719367589	0.7292387351778656
chr20	16360175	16360437	AMPL230665	0.5627376425855514	1
chr20	17716198	17716466	AMPL230666	0.5427509293680297	1
chr20	19634488	19634757	AMPL230667	0.4555555555555556	1
chr20	20033154	20033410	AMPL230668	0.6692607003891051	1
chr20	23345618	23345887	AMPL230669	0.5185185185185185	1
chr20	25282717	25282986	AMPL230670	0.5555555555555556	1
chr20	29956254	29956523	AMPL230671	0.5074074074074074	1
chr20	31827426	31827695	AMPL230672	0.5407407407407407	1
chr20	35060265	35060495	AMPL230673	0.6190476190476191	1
chr20	35521123	35521386	AMPL230674	0.3446969696969697	1
chr20	36977733	36978002	AMPL230675	0.5407407407407407	1
chr20	39794939	39795208	AMPL230676	0.625925925925926	1
chr20	42330965	42331232	AMPL230677	0.4253731343283582	1
chr20	45354192	45354454	AMPL230678	0.6197718631178708	1
chr20	47835746	47836015	AMPL230679	0.5851851851851853	1
chr20	52198294	52198547	AMPL230680	0.5275590551181102	1
chr20	55033226	55033495	AMPL230681	0.42962962962962964	1
chr20	58491340	58491609	AMPL230682	0.30000000000000004	1
chr20	62597494	62597715	AMPL230683	0.5495495495495495	1
chr21	14982418	14982686	AMPL230684	0.5353159851301115	0.5108297397769517
chr21	17249942	17250211	AMPL230685	0.3074074074074074	1
chr21	18970735	18971004	AMPL230686	0.45555555555555555	1
chr21	27136730	27136999	AMPL230687	0.3888888888888889	0.9481481481481482
chr21	30307308	30307525	AMPL230688	0.3394495412844037	1
chr21	32201573	32201842	AMPL230689	0.4962962962962963	1
chr21	33846053	33846259	AMPL230690	0.5169082125603865	1
chr21	35260257	35260503	AMPL230691	0.4817813765182186	1
chr21	37618107	37618376	AMPL230692	0.5740740740740741	1
chr21	40568798	40569067	AMPL230693	0.4111111111111111	1
chr21	44188922	44189191	AMPL230694	0.5148148148148148	1
chr21	47545585	47545854	AMPL230695	0.6407407407407407	1
chr22	18359306	18359563	AMPL230696	0.5736434108527132	0.9096887596899225
chr22	21066643	21066832	AMPL230697	0.6157894736842104	0.6710373684210527
chr22	24087088	24087345	AMPL230698	0.48062015503875966	1
chr22	25752986	25753253	AMPL230699	0.5597014925373134	1
chr22	29192902	29193171	AMPL230700	0.45555555555555555	1
chr22	29194897	29195132	AMPL230701	0.3983050847457627	1
chr22	29446426	29446665	AMPL230702	0.6499999999999999	1
chr22	32352420	32352689	AMPL230703	0.5111111111111111	1
chr22	35658960	35659229	AMPL230704	0.3925925925925926	1
chr22	37469340	37469609	AMPL230705	0.5111111111111111	1
chr22	41188411	41188638	AMPL230706	0.36403508771929827	1
chr22	44367994	44368228	AMPL230707	0.34893617021276596	1
chr22	46930466	46930729	AMPL230708	0.5757575757575757	1
chr22	50885529	50885795	AMPL230709	0.6554307116104869	1
