i	med	n_cl	diploid_cl	power	arm
AMPL230505/chr12:72307371-72307640/12q	158.5	4	KMM1|KMS11|OPM2|RPMI8226	2.556451612903226	12q
AMPL230506/chr12:85260605-85260874/12q	128	4	KMM1|KMS11|OPM2|RPMI8226	2.064516129032258	12q
AMPL230507/chr12:88388221-88388490/12q	122	4	KMM1|KMS11|OPM2|RPMI8226	1.967741935483871	12q
AMPL230508/chr12:94972045-94972314/12q	236	4	KMM1|KMS11|OPM2|RPMI8226	3.806451612903226	12q
AMPL230509/chr12:102158519-102158788/12q	123	4	KMM1|KMS11|OPM2|RPMI8226	1.9838709677419355	12q
AMPL230510/chr12:113645158-113645405/12q	88	4	KMM1|KMS11|OPM2|RPMI8226	1.4193548387096775	12q
AMPL230511/chr12:124934150-124934419/12q	42	4	KMM1|KMS11|OPM2|RPMI8226	0.6774193548387096	12q
AMPL230512/chr12:133624327-133624583/12q	45	4	KMM1|KMS11|OPM2|RPMI8226	0.7258064516129032	12q
AMPL230513/chr13:20220579-20220837/13q	59	1	OPM2	0.9516129032258065	13q
AMPL230514/chr13:23915115-23915366/13q	47	1	OPM2	0.7580645161290323	13q
AMPL230515/chr13:32605902-32606095/13q	28	1	OPM2	0.45161290322580644	13q
AMPL230516/chr13:39266277-39266546/13q	122	1	OPM2	1.967741935483871	13q
AMPL230517/chr13:49950895-49951164/13q	17	1	OPM2	0.27419354838709675	13q
AMPL230518/chr13:58207376-58207645/13q	83	1	OPM2	1.3387096774193548	13q
AMPL230520/chr13:73342761-73342990/13q	16	1	OPM2	0.25806451612903225	13q
AMPL230522/chr13:73354788-73355040/13q	203	1	OPM2	3.274193548387097	13q
AMPL230523/chr13:79940562-79940831/13q	279	1	OPM2	4.5	13q
AMPL230524/chr13:95117805-95118071/13q	43	1	OPM2	0.6935483870967742	13q
AMPL230525/chr13:95235175-95235409/13q	137	1	OPM2	2.2096774193548385	13q
AMPL230526/chr13:100861374-100861640/13q	57	1	OPM2	0.9193548387096774	13q
AMPL230527/chr13:108863196-108863465/13q	120	1	OPM2	1.935483870967742	13q
AMPL230528/chr13:115091230-115091499/13q	258	1	OPM2	4.161290322580645	13q
AMPL230530/chr14:25101900-25102169/14q	19	1	KMM1	0.3064516129032258	14q
AMPL230531/chr14:36217610-36217870/14q	51	1	KMM1	0.8225806451612904	14q
AMPL230532/chr14:45478009-45478278/14q	264.5	1	KMM1	4.266129032258065	14q
AMPL230533/chr14:51204748-51205017/14q	170	1	KMM1	2.7419354838709675	14q
AMPL230534/chr14:58838460-58838729/14q	322.5	1	KMM1	5.201612903225806	14q
AMPL230535/chr14:59112426-59112689/14q	87	1	KMM1	1.403225806451613	14q
AMPL230536/chr14:64573975-64574244/14q	170	1	KMM1	2.7419354838709675	14q
AMPL230537/chr14:70175605-70175841/14q	99	1	KMM1	1.596774193548387	14q
AMPL230538/chr14:78197123-78197392/14q	291	1	KMM1	4.693548387096774	14q
AMPL230539/chr14:88904245-88904513/14q	81	1	KMM1	1.3064516129032258	14q
AMPL230540/chr14:94914769-94915038/14q	26	1	KMM1	0.41935483870967744	14q
AMPL230541/chr14:105407786-105408055/14q	125	1	KMM1	2.0161290322580645	14q
AMPL230542/chr15:23686100-23686315/15q	192	3	MM1S|KMS11|OPM2	3.096774193548387	15q
AMPL230543/chr15:29544451-29544699/15q	87	3	MM1S|KMS11|OPM2	1.403225806451613	15q
AMPL230544/chr15:40589915-40590157/15q	16	3	MM1S|KMS11|OPM2	0.25806451612903225	15q
AMPL230545/chr15:45059278-45059545/15q	93	3	MM1S|KMS11|OPM2	1.5	15q
AMPL230546/chr15:53994310-53994519/15q	16	3	MM1S|KMS11|OPM2	0.25806451612903225	15q
AMPL230547/chr15:59963300-59963513/15q	86	3	MM1S|KMS11|OPM2	1.3870967741935485	15q
AMPL230548/chr15:66420497-66420765/15q	66	3	MM1S|KMS11|OPM2	1.064516129032258	15q
AMPL230549/chr15:73541268-73541537/15q	123	3	MM1S|KMS11|OPM2	1.9838709677419355	15q
AMPL230550/chr15:80414808-80415077/15q	45	3	MM1S|KMS11|OPM2	0.7258064516129032	15q
AMPL230551/chr15:86807525-86807791/15q	150	3	MM1S|KMS11|OPM2	2.4193548387096775	15q
AMPL230552/chr15:94883872-94884137/15q	41	3	MM1S|KMS11|OPM2	0.6612903225806451	15q
AMPL230553/chr15:102215674-102215941/15q	245	3	MM1S|KMS11|OPM2	3.9516129032258065	15q
AMPL230554/chr16:396200-396456/16p	2	1	MM1S	0.03225806451612903	16p
AMPL230555/chr16:3085200-3085420/16p	8	1	MM1S	0.12903225806451613	16p
AMPL230557/chr16:9002023-9002292/16p	119	1	MM1S	1.9193548387096775	16p
AMPL230560/chr16:19067703-19067967/16p	51	1	MM1S	0.8225806451612904	16p
AMPL230561/chr16:21215163-21215432/16p	34	1	MM1S	0.5483870967741935	16p
AMPL230565/chr16:31131517-31131786/16p	23	1	MM1S	0.3709677419354839	16p
AMPL230566/chr16:47143336-47143603/16q	39	3	KMM1|MM1S|KMS11	0.6290322580645161	16q
AMPL230567/chr16:50816222-50816416/16q	58	3	KMM1|MM1S|KMS11	0.9354838709677419	16q
AMPL230568/chr16:52473027-52473294/16q	56	3	KMM1|MM1S|KMS11	0.9032258064516129	16q
AMPL230569/chr16:55601138-55601407/16q	99	3	KMM1|MM1S|KMS11	1.596774193548387	16q
AMPL230571/chr16:65005594-65005863/16q	189	3	KMM1|MM1S|KMS11	3.0483870967741935	16q
AMPL230572/chr16:66812606-66812820/16q	51	3	KMM1|MM1S|KMS11	0.8225806451612904	16q
AMPL230574/chr16:72129962-72130224/16q	153	3	KMM1|MM1S|KMS11	2.467741935483871	16q
AMPL230575/chr16:77246707-77246896/16q	2	3	KMM1|MM1S|KMS11	0.03225806451612903	16q
AMPL230576/chr16:84115261-84115514/16q	124	3	KMM1|MM1S|KMS11	2	16q
AMPL230578/chr17:259943-260186/17p	10	1	MM1S	0.16129032258064516	17p
AMPL230580/chr17:2929144-2929413/17p	249	1	MM1S	4.016129032258065	17p
AMPL230581/chr17:5991097-5991365/17p	40	1	MM1S	0.6451612903225806	17p
AMPL230582/chr17:6941899-6942168/17p	153	1	MM1S	2.467741935483871	17p
AMPL230583/chr17:7573800-7574057/17p	93	1	MM1S	1.5	17p
AMPL230584/chr17:7576847-7577116/17p	25	1	MM1S	0.4032258064516129	17p
AMPL230585/chr17:7577320-7577589/17p	63	1	MM1S	1.0161290322580645	17p
AMPL230586/chr17:7578333-7578557/17p	39	1	MM1S	0.6290322580645161	17p
AMPL230587/chr17:7579233-7579502/17p	25	1	MM1S	0.4032258064516129	17p
AMPL230588/chr17:8218077-8218325/17p	6	1	MM1S	0.0967741935483871	17p
AMPL230589/chr17:10236229-10236498/17p	17	1	MM1S	0.27419354838709675	17p
AMPL230590/chr17:11957994-11958263/17p	144	1	MM1S	2.3225806451612905	17p
AMPL230592/chr17:15217257-15217526/17p	19	1	MM1S	0.3064516129032258	17p
AMPL230593/chr17:16842718-16842932/17p	41	1	MM1S	0.6612903225806451	17p
AMPL230594/chr17:18775669-18775927/17p	27	1	MM1S	0.43548387096774194	17p
AMPL230596/chr17:26691319-26691588/17q	10	3	MM1S|OPM2|RPMI8226	0.16129032258064516	17q
AMPL230597/chr17:31618519-31618761/17q	16	3	MM1S|OPM2|RPMI8226	0.25806451612903225	17q
AMPL230598/chr17:37118925-37119189/17q	58	3	MM1S|OPM2|RPMI8226	0.9354838709677419	17q
AMPL230600/chr17:46136063-46136332/17q	48	3	MM1S|OPM2|RPMI8226	0.7741935483870968	17q
AMPL230601/chr17:53026684-53026932/17q	128	3	MM1S|OPM2|RPMI8226	2.064516129032258	17q
AMPL230602/chr17:56357003-56357272/17q	88	3	MM1S|OPM2|RPMI8226	1.4193548387096775	17q
AMPL230603/chr17:61573523-61573784/17q	78	3	MM1S|OPM2|RPMI8226	1.2580645161290323	17q
AMPL230604/chr17:67023335-67023604/17q	4	3	MM1S|OPM2|RPMI8226	0.06451612903225806	17q
AMPL230605/chr17:71747108-71747377/17q	6	3	MM1S|OPM2|RPMI8226	0.0967741935483871	17q
AMPL230606/chr17:75202107-75202376/17q	57	3	MM1S|OPM2|RPMI8226	0.9193548387096774	17q
AMPL230607/chr17:80544789-80545058/17q	92	3	MM1S|OPM2|RPMI8226	1.4838709677419355	17q
AMPL230608/chr18:334673-334922/18p	54	2	MM1S|KMS11	0.8709677419354839	18p
AMPL230609/chr18:690338-690607/18p	60	2	MM1S|KMS11	0.967741935483871	18p
AMPL230610/chr18:2610582-2610849/18p	47	2	MM1S|KMS11	0.7580645161290323	18p
AMPL230611/chr18:3729137-3729365/18p	71	2	MM1S|KMS11	1.1451612903225807	18p
AMPL230612/chr18:6093181-6093387/18p	39	2	MM1S|KMS11	0.6290322580645161	18p
AMPL230615/chr18:9256271-9256531/18p	85	2	MM1S|KMS11	1.3709677419354838	18p
AMPL230616/chr18:10487689-10487938/18p	17	2	MM1S|KMS11	0.27419354838709675	18p
AMPL230617/chr18:11752730-11752921/18p	10	2	MM1S|KMS11	0.16129032258064516	18p
AMPL230618/chr18:13116193-13116462/18p	21	2	MM1S|KMS11	0.3387096774193548	18p
AMPL230621/chr18:28662817-28663006/18q	25	1	MM1S	0.4032258064516129	18q
AMPL230622/chr18:31684820-31685089/18q	212	1	MM1S	3.4193548387096775	18q
AMPL230623/chr18:39620453-39620702/18q	62	1	MM1S	1	18q
AMPL230626/chr18:52896030-52896294/18q	21	1	MM1S	0.3387096774193548	18q
AMPL230627/chr18:59483162-59483431/18q	195	1	MM1S	3.1451612903225805	18q
AMPL230628/chr18:65179014-65179283/18q	176	1	MM1S	2.838709677419355	18q
AMPL230629/chr18:70525882-70526147/18q	8	1	MM1S	0.12903225806451613	18q
AMPL230630/chr18:72347240-72347509/18q	108	1	MM1S	1.7419354838709677	18q
AMPL230631/chr18:77895010-77895264/18q	45	1	MM1S	0.7258064516129032	18q
AMPL230633/chr19:2834560-2834829/19p	144	4	KMM1|MM1S|KMS11|RPMI8226	2.3225806451612905	19p
AMPL230635/chr19:8201129-8201369/19p	58	4	KMM1|MM1S|KMS11|RPMI8226	0.9354838709677419	19p
AMPL230636/chr19:10226053-10226306/19p	28	4	KMM1|MM1S|KMS11|RPMI8226	0.45161290322580644	19p
AMPL230637/chr19:13370280-13370525/19p	119	4	KMM1|MM1S|KMS11|RPMI8226	1.9193548387096775	19p
AMPL230638/chr19:16611516-16611785/19p	103	4	KMM1|MM1S|KMS11|RPMI8226	1.6612903225806452	19p
AMPL230639/chr19:18287824-18288089/19p	93	4	KMM1|MM1S|KMS11|RPMI8226	1.5	19p
AMPL230640/chr19:19625381-19625629/19p	19	4	KMM1|MM1S|KMS11|RPMI8226	0.3064516129032258	19p
AMPL230643/chr19:24015453-24015714/19p	241	4	KMM1|MM1S|KMS11|RPMI8226	3.8870967741935485	19p
AMPL230644/chr19:30477088-30477325/19q	67	2	KMM1|MM1S	1.0806451612903225	19q
AMPL230646/chr19:35616099-35616346/19q	5	2	KMM1|MM1S	0.08064516129032258	19q
AMPL230647/chr19:36213197-36213387/19q	8	2	KMM1|MM1S	0.12903225806451613	19q
AMPL230649/chr19:38382098-38382353/19q	121	2	KMM1|MM1S	1.9516129032258065	19q
AMPL230650/chr19:40743779-40743972/19q	73	2	KMM1|MM1S	1.1774193548387097	19q
AMPL230651/chr19:44001219-44001451/19q	92	2	KMM1|MM1S	1.4838709677419355	19q
AMPL230652/chr19:46543415-46543682/19q	34	2	KMM1|MM1S	0.5483870967741935	19q
AMPL230653/chr19:47193673-47193942/19q	240	2	KMM1|MM1S	3.870967741935484	19q
AMPL230654/chr19:47203906-47204165/19q	49	2	KMM1|MM1S	0.7903225806451613	19q
AMPL230656/chr19:52824991-52825260/19q	58	2	KMM1|MM1S	0.9354838709677419	19q
AMPL230658/chr19:58058517-58058783/19q	175	2	KMM1|MM1S	2.8225806451612905	19q
AMPL230659/chr20:238234-238503/20p	116	4	KMM1|MM1S|OPM2|RPMI8226	1.8709677419354838	20p
AMPL230660/chr20:3128768-3129037/20p	90	4	KMM1|MM1S|OPM2|RPMI8226	1.4516129032258065	20p
AMPL230661/chr20:6065518-6065751/20p	10	4	KMM1|MM1S|OPM2|RPMI8226	0.16129032258064516	20p
AMPL230662/chr20:7967757-7968021/20p	48	4	KMM1|MM1S|OPM2|RPMI8226	0.7741935483870968	20p
AMPL230665/chr20:16360175-16360437/20p	98	4	KMM1|MM1S|OPM2|RPMI8226	1.5806451612903225	20p
AMPL230666/chr20:17716198-17716466/20p	186	4	KMM1|MM1S|OPM2|RPMI8226	3	20p
AMPL230667/chr20:19634488-19634757/20p	249	4	KMM1|MM1S|OPM2|RPMI8226	4.016129032258065	20p
AMPL230668/chr20:20033154-20033410/20p	12	4	KMM1|MM1S|OPM2|RPMI8226	0.1935483870967742	20p
AMPL230669/chr20:23345618-23345887/20p	23	4	KMM1|MM1S|OPM2|RPMI8226	0.3709677419354839	20p
AMPL230670/chr20:25282717-25282986/20p	7	4	KMM1|MM1S|OPM2|RPMI8226	0.11290322580645161	20p
AMPL230671/chr20:29956254-29956523/20q	312	3	MM1S|OPM2|RPMI8226	5.032258064516129	20q
AMPL230672/chr20:31827426-31827695/20q	19	3	MM1S|OPM2|RPMI8226	0.3064516129032258	20q
AMPL230673/chr20:35060265-35060495/20q	61	3	MM1S|OPM2|RPMI8226	0.9838709677419355	20q
AMPL230674/chr20:35521123-35521386/20q	25	3	MM1S|OPM2|RPMI8226	0.4032258064516129	20q
AMPL230676/chr20:39794939-39795208/20q	29	3	MM1S|OPM2|RPMI8226	0.46774193548387094	20q
AMPL230677/chr20:42330965-42331232/20q	11	3	MM1S|OPM2|RPMI8226	0.1774193548387097	20q
AMPL230678/chr20:45354192-45354454/20q	118	3	MM1S|OPM2|RPMI8226	1.903225806451613	20q
AMPL230679/chr20:47835746-47836015/20q	31	3	MM1S|OPM2|RPMI8226	0.5	20q
AMPL230680/chr20:52198294-52198547/20q	44	3	MM1S|OPM2|RPMI8226	0.7096774193548387	20q
AMPL230681/chr20:55033226-55033495/20q	110	3	MM1S|OPM2|RPMI8226	1.7741935483870968	20q
AMPL230682/chr20:58491340-58491609/20q	177	3	MM1S|OPM2|RPMI8226	2.8548387096774195	20q
AMPL230683/chr20:62597494-62597715/20q	28	3	MM1S|OPM2|RPMI8226	0.45161290322580644	20q
AMPL230685/chr21:17249942-17250211/21q	35	3	KMM1|MM1S|OPM2	0.5645161290322581	21q
AMPL230686/chr21:18970735-18971004/21q	92.5	3	KMM1|MM1S|OPM2	1.4919354838709677	21q
AMPL230687/chr21:27136730-27136999/21q	161	3	KMM1|MM1S|OPM2	2.596774193548387	21q
AMPL230688/chr21:30307308-30307525/21q	146	3	KMM1|MM1S|OPM2	2.3548387096774195	21q
AMPL230689/chr21:32201573-32201842/21q	139	3	KMM1|MM1S|OPM2	2.2419354838709675	21q
AMPL230691/chr21:35260257-35260503/21q	33	3	KMM1|MM1S|OPM2	0.532258064516129	21q
AMPL230692/chr21:37618107-37618376/21q	232	3	KMM1|MM1S|OPM2	3.7419354838709675	21q
AMPL230693/chr21:40568798-40569067/21q	383.5	3	KMM1|MM1S|OPM2	6.185483870967742	21q
AMPL230694/chr21:44188922-44189191/21q	306	3	KMM1|MM1S|OPM2	4.935483870967742	21q
AMPL230695/chr21:47545585-47545854/21q	8	3	KMM1|MM1S|OPM2	0.12903225806451613	21q
AMPL230696/chr22:18359306-18359563/22q	41	4	KMM1|MM1S|KMS11|OPM2	0.6612903225806451	22q
AMPL230698/chr22:24087088-24087345/22q	344	4	KMM1|MM1S|KMS11|OPM2	5.548387096774194	22q
AMPL230699/chr22:25752986-25753253/22q	193	4	KMM1|MM1S|KMS11|OPM2	3.1129032258064515	22q
AMPL230700/chr22:29192902-29193171/22q	227	4	KMM1|MM1S|KMS11|OPM2	3.661290322580645	22q
AMPL230701/chr22:29194897-29195132/22q	12	4	KMM1|MM1S|KMS11|OPM2	0.1935483870967742	22q
AMPL230702/chr22:29446426-29446665/22q	107	4	KMM1|MM1S|KMS11|OPM2	1.7258064516129032	22q
AMPL230703/chr22:32352420-32352689/22q	211	4	KMM1|MM1S|KMS11|OPM2	3.403225806451613	22q
AMPL230704/chr22:35658960-35659229/22q	93	4	KMM1|MM1S|KMS11|OPM2	1.5	22q
AMPL230705/chr22:37469340-37469609/22q	54	4	KMM1|MM1S|KMS11|OPM2	0.8709677419354839	22q
AMPL230706/chr22:41188411-41188638/22q	49	4	KMM1|MM1S|KMS11|OPM2	0.7903225806451613	22q
AMPL230707/chr22:44367994-44368228/22q	39	4	KMM1|MM1S|KMS11|OPM2	0.6290322580645161	22q
AMPL230709/chr22:50885529-50885795/22q	6	4	KMM1|MM1S|KMS11|OPM2	0.0967741935483871	22q
